reaction_id	reaction_id_type	components	Reaction	mel_type	bridge_position
m_274552ihbqc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ihbqb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ihbqa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ihbpc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ihbpb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ihbpa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ihbta	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibaa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibab	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibac	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibgd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibgc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibgb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibga	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibfd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibfc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibfb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibfa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibed	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibec	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibeb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibea	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibdd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibdc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibdb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibda	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibcd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibcc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibcb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibca	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibbd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibbc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibbb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibba	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iibad	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552igbgd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552igbgc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552igbgb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552igbga	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbob	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icboa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbnc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbnb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbna	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbmd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbmc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbmb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbma	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbld	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icblc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icboc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icblb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbkd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbkc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbkb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbka	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbjd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbjc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbjb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbja	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbid	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbic	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbib	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbla	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbia	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbpa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbpc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552idbab	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552idbaa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbzb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbza	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbyb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbya	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbxb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbxa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbwc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbwb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbwa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbpb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbvb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbtc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbtb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbta	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbsc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbsb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbsa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbrb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbra	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbqc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbqb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbqa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbva	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbhd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbhc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbhb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbzb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbza	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbyb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbya	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbxb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbxa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbwc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbwb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbwa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbvb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbva	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbaa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbtc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbta	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbsc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbsb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbsa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbrb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbra	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbqc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbqb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbqa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbpc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbpb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibbtb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbab	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbac	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbad	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbha	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbgd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbgc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbgb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbga	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbfd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbfc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbfb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbfa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbed	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbec	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbeb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbea	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbdd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbdc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbdb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbda	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbcd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbcc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbcb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbca	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbbd	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbbc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbbb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552icbba	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552idbac	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ibboc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552idbad	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552iebab	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ifbxb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ifbxa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ifbwc	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ifbwb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ifbwa	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
m_274552ifbvb	274552	3.0	([U]-[*:1].[Np]-[*:2]).[Np]-[*:3].[U]-[*:4]>>([*:1]-[*:4].[*:2]-[*:3])	bridge	1.0
